artist;song;duration_ms;year;tempo;genre;energy;key;loudness
MGMT;Little Dark Age;299960;2018;97.512;rock;0.712;6;-6.156
Linkin Park;Breaking the Habit;196906;2003;100.021;rock, metal;0.849;4;-5.218
Ariana Grande;Love Me Harder;236133;2014;98.992;pop;0.714;1;-4.389
Lil' Kim;Magic Stick;359973;2019;92.98;hip hop, pop, R&B;0.498;2;-7.872
John Legend;All of Me;269560;2013;119.93;pop, R&B;0.264;8;-7.064
Kehlani;Nights Like This (feat. Ty Dolla $ign);201787;2019;146.163;hip hop, pop, R&B;0.725;8;-5.131
Christina Milian;When You Look At Me - Radio Edit;222546;2001;108.955;hip hop, pop, R&B;0.839;3;-3.399
Daddy Yankee;Con Calma;193226;2019;93.989;latin;0.86;8;-2.652
Kevin Gates;2 Phones;240000;2016;121.918;hip hop, pop;0.681;7;-5.267
Rihanna;Disturbia;238626;2008;124.921;hip hop, pop, R&B;0.813;11;-4.515
Lady Gaga;Telephone;220640;2009;122.014;pop;0.836;3;-5.903
3OH!3;Starstrukk;203093;2010;139.896;hip hop, pop, rock;0.795;11;-6.086
Drake;Jumpman;205879;2015;142.079;hip hop, pop, R&B;0.553;1;-7.286
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
Travis Scott;goosebumps;243836;2016;130.049;hip hop, Dance/Electronic;0.728;7;-3.37
Fragma;Everytime You Need Me - Radio Version;213346;2001;137.029;pop, Dance/Electronic;0.917;11;-5.459
Rui Da Silva;Touch Me (Radio Edit) [feat. Cassandra];213133;2001;129.078;Dance/Electronic;0.922;0;-8.399
Daughtry;It's Not Over;215173;2016;145.959;pop, rock, metal;0.921;10;-3.476
Ava Max;Sweet but Psycho;187436;2018;133.002;pop;0.704;1;-4.724
Flo Rida;Good Feeling;248133;2012;128.011;hip hop, pop;0.89;1;-4.444
Counting Crows;Big Yellow Taxi;225426;2003;88.029;rock, pop;0.873;8;-4.315
Travie McCoy;Billionaire (feat. Bruno Mars);211160;2010;86.776;hip hop, pop;0.673;6;-6.403
Eric Prydz;Proper Education - Radio Edit;198567;2007;124.938;pop, Dance/Electronic;0.937;0;-4.543
Sean Paul;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;243880;2006;95.824;hip hop, pop;0.761;8;-3.04
Bob Sinclar;Rock This Party - Everybody Dance Now;245466;2006;128.009;pop, Dance/Electronic;0.823;5;-3.708
Yung Joc;It's Goin' Down (feat. Nitti);241840;2006;84.003;hip hop, pop;0.577;1;-7.702
P!nk;Sober;251440;2010;91.066;pop;0.792;6;-4.907
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Gorillaz;Clint Eastwood;340920;2001;167.953;hip hop;0.694;10;-8.627
Aaliyah;Rock The Boat;275026;2019;92.988;hip hop, pop, R&B;0.72;5;-5.209
Avril Lavigne;When You're Gone;240493;2007;142.034;pop;0.719;4;-3.921
Kanye West;Love Lockdown;270306;2008;119.603;hip hop;0.524;1;-7.67
Adam Lambert;Ghost Town;208330;2015;119.955;pop;0.736;4;-5.709
Black Eyed Peas;Hey Mama;214893;2003;100.15;hip hop, pop;0.866;4;-6.345
Chingy;Right Thurr;250746;2003;92.074;hip hop, pop, R&B;0.749;2;-3.977
Akon;Lonely;235800;2004;90.098;pop;0.532;5;-7.88
Michelle Branch;All You Wanted;217680;2001;96.103;pop, Folk/Acoustic;0.72;8;-9.101
Katy Perry;Unconditionally;228878;2013;129.003;pop;0.729;7;-4.813
Zedd;The Middle;184732;2018;107.01;hip hop, pop, Dance/Electronic;0.657;7;-3.061
Ed Sheeran;Antisocial (with Travis Scott);161746;2019;151.957;pop;0.823;5;-5.313
Akon;I Wanna Love You;247066;2006;99.989;pop;0.45;0;-9.387
ScHoolboy Q;Collard Greens;299960;2014;153.972;hip hop, pop;0.571;11;-4.871
Kanye West;Heartless;211000;2008;87.999;hip hop;0.647;10;-5.983
Blue;U Make Me Wanna - Radio Edit;222400;2003;158.108;pop;0.736;7;-6.228
Bastille;Of The Night;214205;2013;125.01;pop, rock;0.829;5;-7.2
Kodak Black;ZEZE (feat. Travis Scott & Offset);228759;2018;98.043;hip hop;0.603;8;-5.788
Adele;Someone Like You;285240;2011;135.047;pop, R&B;0.321;9;-8.251
Olly Murs;Wrapped Up (feat. Travie McCoy);185640;2014;121.989;pop, Dance/Electronic;0.848;1;-4.696
Madcon;Beggin (original version);216146;2007;129.023;hip hop, pop;0.8;4;-5.144
Sigala;Wish You Well;205653;2019;124.975;pop, Dance/Electronic;0.895;5;-3.787
Lloyd;Get It Shawty;209533;2007;128.014;hip hop, pop, R&B;0.905;5;-4.032
Imagine Dragons;Demons;177506;2012;89.938;rock;0.71;3;-3.015
Razorlight;In The Morning;222453;2006;124.191;rock, pop;0.855;4;-3.495
Atomic Kitten;The Tide Is High - Radio Mix;206093;2002;103.997;pop;0.649;7;-4.127
Alan Walker;Faded;212106;2018;179.642;Dance/Electronic;0.627;6;-5.085
Finger Eleven;Paralyzer;208106;2007;106.031;rock, metal;0.939;11;-3.486
Duck Sauce;Barbra Streisand - Radio Edit;196533;2010;127.965;Dance/Electronic;0.922;1;-1.966
Dua Lipa;Don't Start Now;183290;2019;123.941;pop;0.793;11;-4.521
Justin Timberlake;SexyBack (feat. Timbaland);242733;2006;117.0;pop;0.583;7;-5.562
Katy Perry;Firework;227893;2010;124.071;pop;0.832;8;-5.039
Usher;Pop Ya Collar - Radio Edit;210813;2016;106.957;hip hop, pop, R&B;0.8;5;-3.944
The Saturdays;Higher;207613;2010;117.011;pop, Dance/Electronic;0.862;10;-3.292
No Doubt;Hella Good;242586;2001;115.142;rock, pop;0.665;8;-3.954
Estelle;American Boy;284733;2008;117.932;R&B;0.729;0;-2.99
Dave;Location (feat. Burna Boy);241293;2019;109.979;hip hop;0.496;9;-5.969
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);227960;2007;80.001;hip hop, pop, R&B;0.55;1;-8.137
Jeremih;Birthday Sex;226506;2009;60.019;hip hop, pop, R&B;0.523;7;-5.603
Usher;OMG (feat. will.i.am);269493;2010;129.998;hip hop, pop, R&B;0.745;4;-5.81
Will Smith;Switch;197666;2020;102.516;hip hop, pop;0.9;5;-4.325
Fedde Le Grand;Put Your Hands Up For Detroit - Radio Edit;150533;2015;127.995;pop, Dance/Electronic;0.931;7;-4.474
Sia;The Greatest (feat. Kendrick Lamar);210226;2016;191.944;pop;0.725;1;-6.127
Migos;Slippery (feat. Gucci Mane);304041;2017;141.967;hip hop, pop;0.675;1;-5.661
The Weeknd;Pray For Me (with Kendrick Lamar);211440;2018;100.584;pop, R&B;0.677;2;-4.979
Shakira;Underneath Your Clothes;224066;2001;165.508;pop, latin;0.597;8;-5.328
Rita Ora;R.I.P. (feat. Tinie Tempah);228026;2012;72.022;hip hop, pop, Dance/Electronic;0.831;11;-3.443
Garrett Nash;i hate u, i love u (feat. olivia o'brien);251033;2016;92.6;hip hop, pop;0.275;6;-13.4
*NSYNC;Girlfriend;253600;2001;93.967;pop;0.807;0;-5.191
Samantha Mumba;Gotta Tell You;201946;2018;109.981;pop;0.632;0;-8.75
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Anastacia;I'm Outta Love - Radio Edit;245400;1999;119.41;pop;0.716;10;-5.8
Lemaitre;Closer;270589;2017;91.977;pop;0.785;2;-3.991
Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252306;2011;129.024;hip hop, pop, latin;0.939;8;-3.206
Anne-Marie;Ciao Adios;200104;2017;106.083;pop, Dance/Electronic;0.882;4;-3.078
Blake Shelton;Honey Bee;210720;2011;205.57;country;0.849;4;-5.131
Kesha;Blah Blah Blah (feat. 3OH!3);172053;2010;120.003;pop, Dance/Electronic;0.836;10;-3.173
Demi Lovato;Cool for the Summer;214746;2015;114.101;pop;0.613;5;-5.593
Diddy;I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans];285586;2004;199.764;hip hop, pop;0.471;1;-7.392
Stromae;Alors on danse - Radio Edit;206066;2010;119.951;pop;0.59;1;-9.206
Lumidee;Never Leave You (Uh Oooh, Uh Oooh);184906;2003;199.958;pop, R&B;0.657;6;-6.197
Jennifer Lopez;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;187840;2002;100.0;hip hop, pop, R&B;0.768;6;-5.448
Dua Lipa;New Rules;212000;2017;116.01;pop;0.72;9;-5.181
Wiz Khalifa;Roll Up;227773;2011;125.358;hip hop, pop;0.805;3;-5.473
Lenny Kravitz;Again;231666;2000;79.166;rock, pop;0.804;2;-5.218
DMX;Party Up;268866;1999;201.936;hip hop, pop;0.931;11;-3.302
Lilly Wood and The Prick;Prayer in C - Robin Schulz Radio Edit;189399;2014;123.002;pop, rock;0.886;9;-5.356
Billie Eilish;Bored;180933;2017;119.959;pop, Dance/Electronic;0.318;7;-12.695
Baha Men;Who Let The Dogs Out;198400;2000;129.221;R&B;0.887;0;-4.505
Timbaland;Apologize;184400;2007;118.016;hip hop, pop, R&B;0.604;8;-6.017
Birdy;Wings;252106;2013;83.235;pop;0.707;7;-4.534
Little Mix;Wings;219733;2012;114.962;pop;0.875;7;-3.141
Otto Knows;Million Voices - Radio Edit;192866;2012;125.946;pop, Dance/Electronic;0.894;8;-6.298
6ix9ine;GUMMO;157643;2018;157.036;hip hop;0.775;2;-4.926
Daddy Yankee;Dura;200480;2018;95.001;latin;0.84;1;-3.416
DJ Khaled;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);232506;2010;150.1;hip hop, pop;0.781;10;-3.616
Example;Changed the Way You Kiss Me - Radio Edit;195466;2011;126.979;pop, Dance/Electronic;0.857;4;-3.78
Ellie Goulding;Burn;231211;2014;87.016;pop, rock, Dance/Electronic;0.777;1;-5.031
Chingy;Pullin' Me Back;234133;2006;80.0;hip hop, pop, R&B;0.511;7;-6.66
Robbie Williams;Somethin' Stupid;170493;2001;106.191;pop, rock;0.515;0;-12.185
Lana Del Rey;Doin' Time;202192;2019;144.982;pop;0.559;7;-11.132
Ashanti;Rock Wit U (Awww Baby);209120;2003;94.998;hip hop, pop, R&B;0.797;4;-3.006
Muse;Uprising;304840;2009;128.019;rock;0.905;2;-4.046
Akon;Beautiful;312986;2008;130.015;pop;0.945;0;-4.442
Tinie Tempah;Written in the Stars (feat. Eric Turner);207653;2010;91.881;hip hop, pop, Dance/Electronic;0.931;7;-4.188
Charlene Soraia;Wherever You Will Go;197577;2011;111.202;pop;0.115;9;-9.217
Kaiser Chiefs;Ruby;204200;2007;93.416;rock;0.939;5;-2.82
Kings of Leon;Sex on Fire;203346;2008;153.398;rock;0.905;9;-5.653
Evanescence;Bring Me To Life;235893;2003;94.612;metal;0.943;4;-3.188
N.E.R.D;She Wants To Move;213786;2004;115.012;hip hop;0.851;5;-4.831
Jason Derulo;Don't Wanna Go Home;206080;2011;121.956;hip hop, pop;0.808;2;-4.861
Crazy Town;Butterfly;216733;1999;103.502;rock, metal;0.811;9;-4.17
Youngbloodz;Damn! (feat. Lil' Jon) - Club Mix;298600;2003;84.038;hip hop, pop;0.724;6;-5.799
Alex Gaudino;Destination Calabria - Radio Edit;223111;2007;128.016;Dance/Electronic;0.954;2;-4.804
Martin Garrix;Animals - Radio Edit;176117;2013;128.015;pop, Dance/Electronic;0.914;1;-5.351
DaBaby;Suge;163320;2019;75.445;hip hop;0.662;2;-6.482
Sugababes;About You Now;212400;2007;82.499;pop, R&B;0.699;1;-6.065
Sam Feldt;Post Malone (feat. RANI);174444;2019;107.356;pop, Dance/Electronic;0.642;7;-3.87
Ruff Endz;No More;242560;2000;97.004;R&B;0.641;10;-5.669
Gary Jules;Mad World (Feat. Michael Andrews);189506;2001;174.117;pop;0.0581;3;-17.217
Wale;Bad (feat. Rihanna) - Remix;238826;2013;114.038;hip hop, pop, R&B;0.702;6;-6.594
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Drake;Too Good;263373;2016;117.996;hip hop, pop, R&B;0.653;7;-7.839
Puddle Of Mudd;She Hates Me;216760;2001;109.781;rock, metal;0.748;4;-5.433
Tyga;Taste (feat. Offset);232959;2018;97.994;hip hop, pop;0.559;0;-7.442
BLACKPINK;Kill This Love;189052;2019;131.98;pop;0.861;2;-4.141
Kiesza;Hideaway;251986;2014;122.993;pop, Dance/Electronic;0.72;7;-4.135
50 Cent;P.I.M.P.;249480;2003;84.722;hip hop, pop;0.772;10;-3.024
Sam Smith;Stay With Me;172723;2014;84.094;pop;0.42;0;-6.444
Jennifer Lopez;All I Have (feat. LL Cool J);254466;2002;83.066;hip hop, pop, R&B;0.669;1;-5.265
Dua Lipa;Hotter Than Hell;187957;2017;110.127;pop;0.868;3;-4.23
Pia Mia;Do It Again;207746;2015;95.95;pop, R&B;0.564;8;-6.527
B2K;Uh Huh;223293;2002;99.699;hip hop, pop, R&B;0.681;2;-4.955
Zedd;Clarity;271426;2012;128.006;hip hop, pop, Dance/Electronic;0.78;8;-3.464
Hayden James;NUMB;217296;2019;147.932;pop, Dance/Electronic;0.558;10;-7.046
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;234800;2003;104.946;hip hop, pop, R&B;0.752;1;-8.831
Bastille;Pompeii;214147;2013;127.435;pop, rock;0.715;9;-6.383
Big Brovaz;Nu Flow;201480;2001;148.062;pop;0.726;7;-8.718
Nick Lachey;What's Left Of Me;244613;2006;149.965;pop;0.742;7;-5.665
Bow Wow;Like You (feat. Ciara);205840;2005;82.017;hip hop, pop, R&B;0.6;6;-8.365
Flo Rida;Club Can't Handle Me (feat. David Guetta);234560;2010;127.966;hip hop, pop;0.869;0;-3.911
Coldplay;Clocks;307879;2002;130.97;rock, pop;0.749;5;-7.215
Flo Rida;Wild Ones (feat. Sia);232946;2012;127.075;hip hop, pop;0.86;5;-5.324
Tame Impala;The Less I Know The Better;216320;2015;116.879;metal;0.74;4;-4.083
Mike Posner;I Took A Pill In Ibiza - Seeb Remix;197933;2016;101.969;hip hop, pop, Dance/Electronic;0.714;7;-6.645
Alicia Keys;Diary (feat. Tony! Toni! Tone! & Jermaine Paul);284160;2003;127.932;pop, R&B;0.465;8;-9.711
Ja Rule;Livin' It Up;257066;2001;106.095;hip hop, pop, R&B;0.768;6;-4.086
Gym Class Heroes;Ass Back Home (feat. Neon Hitch);222213;2011;130.034;hip hop, pop;0.838;10;-4.289
Enrique Iglesias;Not In Love - Radio Mix;223133;2003;117.021;pop, latin;0.885;0;-5.096
Nickelback;Someday;207466;2003;163.118;rock, metal;0.858;11;-5.659
3 Doors Down;Let Me Go;243053;2012;92.004;pop, rock, metal;0.863;1;-4.914
Ludacris;Rollout (My Business);296586;2001;131.059;hip hop, pop;0.668;7;-8.73
Kanye West;Gold Digger;207626;2005;93.034;hip hop;0.696;1;-5.572
Gabriella Cilmi;Sweet About Me;202133;2008;131.977;R&B;0.701;6;-5.035
Ariana Grande;Side To Side;226160;2016;159.145;pop;0.738;6;-5.883
Melanie C;Never Be The Same Again;294200;1999;160.067;pop, Dance/Electronic;0.685;3;-5.153
Childish Gambino;3005;235662;2013;82.92;hip hop;0.463;6;-6.542
Soulja Boy;Crank That (Soulja Boy);221933;2007;140.141;hip hop, pop;0.74;0;-2.18
P!nk;U + Ur Hand;214386;2006;141.04;pop;0.891;0;-3.688
Chris Brown;Deuces (feat. Tyga & Kevin McCall);276560;2011;73.987;hip hop, pop, R&B;0.736;1;-5.109
Jennifer Lopez;Love Don't Cost a Thing;221226;2001;97.577;hip hop, pop, R&B;0.842;4;-5.115
Leona Lewis;Run;314720;2007;142.365;pop, R&B;0.462;5;-6.166
Beyoncé;Deja Vu (feat. Jay-Z);240280;2007;105.253;pop, R&B;0.746;7;-4.941
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Meghan Trainor;NO;213506;2017;92.134;pop;0.803;1;-3.599
James Morrison;I Won't Let You Go;229303;2011;105.955;pop, R&B;0.611;0;-6.427
Rihanna;What's My Name?;263173;2010;100.025;hip hop, pop, R&B;0.786;2;-2.959
Leona Lewis;Bleeding Love;262466;2007;104.036;pop, R&B;0.656;5;-5.886
Orson;No Tomorrow;167493;2006;124.082;pop;0.624;3;-4.623
Robbie Williams;Eternity;302760;2001;77.967;pop, rock;0.316;10;-8.106
Anuel AA;Secreto;258800;2019;91.987;latin;0.803;11;-4.156
Calvin Harris;Drinking from the Bottle (feat. Tinie Tempah);240346;2012;128.062;hip hop, pop, Dance/Electronic;0.886;9;-4.175
Demi Lovato;Give Your Heart a Break;205346;2011;123.008;pop;0.695;6;-3.218
Jennifer Lopez;Get Right;225533;2005;97.084;hip hop, pop, R&B;0.759;0;-5.096
LL Cool J;Luv U Better;287000;2002;95.022;hip hop, pop, R&B;0.806;6;-3.9
Adele;Hello;295502;2015;157.98;pop, R&B;0.431;5;-6.129
P!nk;Who Knew;208493;2006;140.004;pop;0.734;9;-4.569
September;Cry for You;209800;2007;130.018;pop, Dance/Electronic;0.881;9;-3.988
Coldplay;Hymn for the Weekend;258266;2015;90.027;rock, pop;0.693;0;-6.487
Sugababes;Too Lost In You;237693;2003;98.014;pop, R&B;0.705;1;-4.904
Mis-Teeq;Scandalous - U.S. Radio Edit;238840;2004;99.971;pop, Dance/Electronic;0.668;0;-3.935
R. City;Locked Away (feat. Adam Levine);227480;2015;118.413;pop;0.671;1;-5.709
Red Hot Chili Peppers;Dani California;282160;2006;96.184;rock;0.913;0;-2.36
Storm Queen;Look Right Through - MK Vocal Edit;150400;2014;119.995;Dance/Electronic;0.815;0;-8.035
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Nicole Scherzinger;Don't Hold Your Breath;197440;2011;110.955;pop, Dance/Electronic;0.797;5;-6.096
Evanescence;Call Me When You're Sober;214706;2006;93.41;metal;0.883;7;-4.094
Tinie Tempah;Girls Like (feat. Zara Larsson);196000;2016;120.028;hip hop, pop, Dance/Electronic;0.804;0;-3.406
Maroon 5;Misery;216200;2010;102.978;pop;0.81;4;-4.874
Amanda Perez;Angel;218760;2003;143.772;pop, R&B;0.54;0;-6.849
Alex & Sierra;Little Do You Know;185200;2014;145.879;pop;0.292;0;-8.554
Trey Songz;Na Na;231906;2015;96.975;hip hop, pop, R&B;0.476;9;-6.253
Rihanna;We Found Love;215226;2011;127.985;hip hop, pop, R&B;0.766;1;-4.485
Tom Odell;Another Love;244360;2013;122.769;pop;0.537;4;-8.532
Akon;Don't Matter;293066;2006;125.139;pop;0.454;2;-6.035
5 Seconds of Summer;Easier;157492;2019;175.813;pop;0.428;5;-5.604
P!nk;Raise Your Glass;202960;2010;122.019;pop;0.709;7;-5.006
Cassie;Me & U;192213;2006;99.99;pop, R&B;0.454;8;-4.802
Anne-Marie;Alarm;205593;2016;146.928;pop, Dance/Electronic;0.589;0;-5.093
Pitbull;I Know You Want Me (Calle Ocho);237120;2009;127.045;hip hop, pop, latin;0.743;2;-5.995
Blue;All Rise;223546;2001;97.996;pop;0.737;5;-2.734
Sam Smith;How Do You Sleep?;202204;2019;110.567;pop;0.682;1;-4.931
La Roux;Bulletproof;205733;2009;123.016;pop, Dance/Electronic;0.882;3;-2.771
Joe;I Wanna Know;296693;2000;136.086;pop, R&B;0.487;8;-5.959
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;2012;130.072;hip hop, pop, Dance/Electronic;0.921;8;-1.702
Capital Cities;Safe And Sound;192693;2013;117.952;pop;0.783;0;-4.829
Maggie Lindemann;Pretty Girl - Cheat Codes X CADE Remix;193613;2017;121.03;rock, pop;0.868;7;-4.661
Ginuwine;Differences;265533;2001;62.876;hip hop, pop, R&B;0.594;3;-4.578
Ludacris;Money Maker;230613;2006;78.756;hip hop, pop;0.598;1;-6.79
Bad Bunny;Callaita;250533;2019;176.169;latin;0.624;2;-4.773
Maroon 5;Don't Wanna Know (feat. Kendrick Lamar);214265;2018;100.047;pop;0.61;7;-6.124
Of Monsters and Men;Little Talks;266600;2012;102.961;pop, rock, Folk/Acoustic;0.757;1;-5.177
Wayne Wonder;No Letting Go;202013;2003;100.215;hip hop, R&B;0.819;5;-5.656
Selena Gomez & The Scene;Naturally;202586;2009;132.612;pop, Dance/Electronic;0.902;10;-5.406
Ariana Grande;Break Free;214840;2014;129.956;pop;0.702;7;-5.324
Girls Aloud;Jump;220360;2003;134.465;pop, Dance/Electronic;0.826;8;-6.031
Rich Homie Quan;Flex (Ooh, Ooh, Ooh);176674;2015;163.993;hip hop, pop;0.615;6;-7.534
Nicki Minaj;Anaconda;260240;2014;129.994;hip hop, pop;0.605;9;-6.223
Eminem;Cleanin' Out My Closet;297840;2002;148.015;hip hop;0.758;9;-4.753
Keri Hilson;Turnin Me On - Original Dirty;248066;2008;159.873;pop, R&B;0.584;1;-5.09
Pharrell Williams;Frontin' (feat. Jay-Z) - Club Mix;236506;2003;102.009;hip hop, pop;0.404;9;-5.913
Bryson Tiller;Exchange;194613;2015;160.108;hip hop, pop, R&B;0.433;6;-10.598
P.O.D.;Youth of the Nation;256240;2001;97.867;rock, metal;0.86;8;-7.533
Amy Winehouse;You Know I'm No Good;256946;2006;103.383;R&B;0.806;9;-3.607
The Fray;How to Save a Life;262533;2005;122.035;pop;0.743;10;-4.08
Taylor Swift;You Belong With Me;231146;2008;129.964;pop;0.771;6;-4.424
Jennifer Lopez;On The Floor;284866;2011;130.0;hip hop, pop, R&B;0.777;3;-5.194
Sunshine Anderson;Heard It All Before;295826;2001;96.951;pop, R&B;0.925;3;-4.209
Beyoncé;Check On It (feat. Slim Thug);211186;2006;166.104;pop, R&B;0.887;7;-3.887
Missy Elliott;Lose Control (feat. Ciara & Fat Man Scoop);226863;2005;125.461;hip hop, pop, R&B;0.813;4;-7.105
Reik;Me Niego (feat. Ozuna & Wisin);221653;2018;94.023;pop, latin;0.779;0;-4.449
Mumford & Sons;Little Lion Man;245173;2009;138.585;Folk/Acoustic, rock, pop;0.492;5;-8.05
Busta Rhymes;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;238600;2001;89.767;hip hop, pop;0.793;6;-4.699
Bob Sinclar;Love Generation - Radio Edit;207613;2005;128.04;pop, Dance/Electronic;0.812;1;-5.758
Katy Perry;The One That Got Away;227333;2012;133.962;pop;0.792;1;-4.023
Cardi B;Money;183527;2018;130.003;hip hop, pop;0.59;8;-6.508
Ne-Yo;Beautiful Monster;251573;2010;128.013;pop, R&B;0.771;5;-6.99
Scissor Sisters;Comfortably Numb;266040;2004;116.972;pop, rock, Dance/Electronic;0.924;7;-6.466
Chris Brown;Kiss Kiss (feat. T-Pain);250666;2007;140.043;hip hop, pop, R&B;0.658;10;-3.386
Lily Allen;Not Fair;201213;2009;121.491;pop;0.861;5;-6.982
Chris Brown;Run It! (feat. Juelz Santana);229866;2005;100.969;hip hop, pop, R&B;0.482;1;-6.721
A1;Caught in the Middle;206466;2001;96.072;pop;0.874;5;-5.122
Olly Murs;Up (feat. Demi Lovato);224293;2014;114.948;pop, Dance/Electronic;0.845;9;-4.676
Cardi B;Bodak Yellow;223962;2017;125.022;hip hop, pop;0.723;11;-5.792
David Guetta;Turn Me On (feat. Nicki Minaj);199680;2012;127.96;hip hop, pop, Dance/Electronic;0.793;8;-2.266
Kelis;Trick Me;206106;2003;107.17;pop, R&B, Dance/Electronic;0.72;1;-3.347
Usher;Love in This Club (feat. Young Jeezy);259720;2008;140.012;hip hop, pop, R&B;0.712;0;-5.976
The Pussycat Dolls;I Hate This Part;218400;2008;111.572;pop, R&B;0.612;5;-4.371
Kesha;TiK ToK;199693;2010;120.028;pop, Dance/Electronic;0.837;2;-2.718
Pendulum;Propane Nightmares;313346;2008;173.992;Dance/Electronic;0.966;7;-4.13
Craig David;7 Days;235133;2000;83.014;hip hop, pop, R&B;0.812;4;-7.499
Nickelback;Gotta Be Somebody;252653;2008;115.998;rock, metal;0.89;0;-5.222
Wheatus;Teenage Dirtbag;241666;1999;94.661;set();0.85;4;-3.904
Sam Smith;Like I Can;167065;2014;99.933;pop;0.627;7;-6.627
Taio Cruz;Higher;187626;2010;128.027;hip hop, pop;0.907;8;-5.069
Mario;Let Me Love You;256733;2004;94.514;pop, R&B;0.578;7;-8.97
Baauer;Harlem Shake;196664;2013;137.825;Dance/Electronic;0.794;0;-5.151
Lana Del Rey;Lust for Life (with The Weeknd);264011;2017;99.979;pop;0.676;0;-8.618
Kid Cudi;Day 'N' Nite (Nightmare);221240;2009;138.018;hip hop;0.443;11;-6.359
Taylor Swift;Bad Blood;211933;2014;170.216;pop;0.794;7;-6.104
Destiny's Child;Bootylicious;207906;2001;103.376;pop, R&B;0.835;1;-4.386
Mac Miller;Donald Trump;165908;2011;162.994;hip hop;0.901;1;-7.094
The Weeknd;Starboy;230453;2016;186.054;pop, R&B;0.594;7;-7.028
The Band Perry;If I Die Young;222773;2010;130.739;country;0.497;4;-6.611
T.I.;Bring Em Out;216706;2004;98.579;hip hop, pop;0.891;11;-2.983
Pitbull;Hey Baby (Drop It to the Floor) (feat. T-Pain);234453;2011;128.024;hip hop, pop, latin;0.912;10;-3.428
Migos;Bad and Boujee (feat. Lil Uzi Vert);343150;2017;127.079;hip hop, pop;0.666;11;-5.314
Passenger;Let Her Go;252866;2012;75.089;pop;0.538;7;-7.335
Desiigner;Tiimmy Turner;239853;2016;122.803;hip hop, pop;0.725;6;-3.054
Rae Sremmurd;No Type;200080;2015;125.01;hip hop, pop;0.486;6;-7.803
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Jason Derulo;Tip Toe (feat. French Montana);187521;2017;98.062;hip hop, pop;0.709;10;-4.547
Kylie Minogue;Spinning Around;207866;2000;120.043;pop, Dance/Electronic;0.662;6;-7.645
Jennifer Lopez;I'm Gonna Be Alright (feat. Nas);172240;2002;93.401;hip hop, pop, R&B;0.69;10;-4.382
will.i.am;Heartbreaker;327880;2007;120.051;hip hop, pop;0.549;9;-8.793
Asher Roth;I Love College;241933;2009;86.444;hip hop, pop;0.826;8;-4.075
YG;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj);237240;2018;203.911;hip hop, pop;0.346;1;-7.709
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
3 Doors Down;Kryptonite;233933;2000;99.009;pop, rock, metal;0.865;11;-5.708
P!nk;Try;247906;2012;103.998;pop;0.628;2;-7.079
Nelly;Grillz;271160;2005;82.996;hip hop, pop, R&B;0.504;4;-7.737
Ronan Keating;Life Is A Rollercoaster;234826;2000;118.981;pop, rock;0.791;0;-8.923
Bone Thugs-N-Harmony;I Tried;287480;2007;81.995;hip hop, pop;0.71;4;-6.142
Far East Movement;Rocketeer;211253;2010;96.005;hip hop, pop;0.845;4;-6.115
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226;2014;119.844;pop, R&B;0.381;2;-5.922
Matchbox Twenty;Unwell;228706;2002;80.718;pop, rock;0.788;6;-5.263
21 Savage;a lot;288624;2018;145.972;hip hop;0.636;1;-7.643
Mabel;Don't Call Me Up;178480;2019;98.994;pop, Dance/Electronic;0.881;9;-2.853
Petit Biscuit;Sunset Lover;237792;2015;90.838;Dance/Electronic;0.467;6;-9.474
Daft Punk;Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit;248413;2013;116.047;hip hop, Dance/Electronic;0.811;6;-8.966
Kodak Black;Tunnel Vision;268186;2017;171.853;hip hop;0.489;11;-7.724
